YEAR,TIMES,N1,N2,N3,N4,N5,N6,S1
2000,1,06,21,24,27,35,39,44
2000,2,08,21,23,25,31,36,11
2000,3,01,05,18,19,25,44,14
2000,4,10,25,27,28,39,47,13
2000,5,08,30,32,36,37,38,10
2000,6,13,25,27,36,40,45,12
2000,7,03,05,10,12,31,39,40
2000,8,10,17,28,33,38,46,41
2000,9,04,14,25,29,38,44,23
2000,10,01,07,13,17,23,42,37
2000,11,02,20,21,23,28,32,04
2000,12,02,29,32,42,44,47,40
2000,13,04,14,17,21,36,45,10
2000,14,01,08,13,18,33,47,35
2000,15,10,18,26,27,39,47,23
2000,16,05,22,25,33,43,47,10
2000,17,01,03,11,15,23,40,22
2000,18,11,12,13,14,35,44,19
2000,19,02,15,18,34,38,39,13
2000,20,16,17,29,30,34,39,20
2000,21,10,28,32,34,42,45,23
2000,22,20,21,39,40,44,45,09
2000,23,10,19,25,27,31,44,40
2000,24,03,06,11,14,27,28,19
2000,25,12,15,18,24,29,35,14
2000,26,05,28,29,31,42,46,38
2000,27,05,20,23,28,38,45,17
2000,28,02,09,12,20,41,46,25
2000,29,02,13,18,33,43,44,01
2000,30,03,07,16,21,34,41,32
2000,31,13,18,25,28,36,44,03
2000,32,04,20,25,30,35,38,15
2000,33,03,08,13,23,33,41,47
2000,34,08,26,35,38,40,41,04
2000,35,19,20,29,34,41,45,37
2000,36,01,11,25,35,39,46,02
2000,37,04,05,08,09,18,46,37
2000,38,01,12,21,22,26,32,31
2000,39,03,06,07,19,27,44,43
2000,40,14,15,19,41,45,46,44
2000,41,24,30,33,38,41,46,08
2000,42,05,06,09,11,25,40,43
2000,43,08,09,15,23,32,38,36
2000,44,19,30,31,39,40,41,42
2000,45,17,18,20,28,31,41,21
2000,46,01,08,15,19,29,36,33
2000,47,07,09,28,32,33,34,46
2000,48,05,06,24,33,36,45,01
2000,49,04,13,24,27,39,41,34
2000,50,06,19,24,28,32,47,27
2000,51,22,29,31,35,36,44,03
2000,52,07,17,21,24,26,46,11
2000,53,03,04,13,21,29,38,34
2000,54,08,11,13,19,25,42,29
2000,55,10,12,14,28,32,46,31
2000,56,07,10,12,15,33,36,38
2000,57,12,13,25,29,32,46,18
2000,58,05,13,24,25,31,33,02
2000,59,06,08,22,31,36,39,30
2000,60,06,18,23,26,32,33,11
2000,61,06,08,09,16,17,20,36
2000,62,05,06,08,19,23,42,36
2000,63,14,30,33,34,39,41,09
2000,64,27,28,33,36,45,46,04
2000,65,21,30,35,36,40,43,22
2000,66,05,14,20,25,39,41,16
2000,67,04,15,18,19,38,40,36
2000,68,01,07,11,17,18,25,44
2000,69,04,09,19,23,29,44,36
2000,70,01,15,30,34,37,40,33
2000,71,12,19,21,26,30,39,28
2000,72,15,17,18,22,30,47,08
2000,73,07,12,17,27,30,33,32
2000,74,03,04,16,25,31,33,36
2000,75,04,06,18,23,24,46,07
2000,76,19,22,23,32,44,45,03
2000,77,04,13,17,28,45,46,31
2000,78,04,06,08,10,12,25,16
2000,79,12,16,24,27,41,46,04
2000,80,22,23,24,25,32,43,39
2000,81,06,07,28,29,30,45,26
2000,82,15,17,23,27,31,43,06
2000,83,16,20,21,24,26,28,09
2000,84,06,12,15,35,38,39,47
2000,85,09,15,24,29,32,34,06
2000,86,01,13,15,24,38,44,28
2000,87,03,15,17,30,33,46,01
2000,88,02,03,09,33,40,41,26
2000,89,13,15,37,39,42,43,22
2000,90,10,17,19,26,30,44,14
2000,91,22,30,32,35,38,47,11
2000,92,02,09,12,18,41,44,24
2000,93,03,08,09,17,34,36,38
2000,94,02,04,10,16,25,43,38
2000,95,09,16,22,26,30,47,10
2000,96,01,14,26,27,40,42,17
2000,97,05,06,16,21,25,33,19
2000,98,06,09,10,23,35,36,05
2000,99,03,11,22,29,34,39,46
2000,100,09,10,14,34,40,44,45
2000,101,05,10,11,24,31,33,36
2000,102,03,11,14,26,39,44,02
2000,103,04,22,24,30,33,41,05
2000,104,06,07,09,14,29,33,47
2000,105,01,04,09,18,19,23,45
2000,106,01,02,08,09,20,47,25
2000,107,05,11,23,24,39,41,03
2000,108,08,16,21,24,32,44,30
2000,109,10,19,24,33,35,36,39
2000,110,01,04,11,22,30,39,35
2000,111,04,12,14,26,27,35,25
2000,112,05,34,37,39,42,43,04
