YEAR,TIMES,N1,N2,N3,N4,N5,N6,S1
2019,1,08,23,25,30,32,45,24
2019,2,12,13,16,19,23,45,02
2019,3,04,05,12,23,30,40,10
2019,4,06,07,28,31,36,43,23
2019,5,10,18,35,37,48,49,27
2019,6,10,16,17,33,44,48,07
2019,7,16,18,28,35,36,41,37
2019,8,13,24,31,34,44,47,08
2019,9,03,19,25,30,33,48,44
2019,10,11,18,33,41,43,46,36
2019,11,14,27,29,41,45,46,21
2019,12,03,10,14,24,32,45,29
2019,13,18,22,26,31,33,41,27
2019,14,05,06,13,19,34,35,39
2019,15,02,04,11,15,19,29,01
2019,16,01,19,29,34,39,49,43
2019,17,09,17,26,31,32,40,27
2019,18,05,08,16,20,43,46,11
2019,19,03,07,08,17,19,23,12
2019,20,02,05,08,13,16,33,41
2019,21,16,29,36,39,42,49,34
2019,22,13,14,15,21,33,49,01
2019,23,09,12,13,19,21,46,15
2019,24,22,24,25,30,32,43,11
2019,25,21,24,26,35,44,47,08
2019,26,10,16,28,32,34,49,45
2019,27,08,15,17,23,39,44,40
2019,28,13,32,34,35,41,46,30
2019,29,06,21,27,33,38,47,46
2019,30,04,10,25,28,40,43,39
2019,31,05,09,12,23,31,43,29
2019,32,04,18,23,38,40,46,15
2019,33,07,12,22,32,37,45,47
2019,34,10,11,15,39,46,49,21
2019,35,02,03,10,21,31,35,11
2019,36,03,05,17,23,41,44,40
2019,37,15,17,18,37,39,49,31
2019,38,06,10,15,21,24,28,49
2019,39,29,34,38,42,44,47,36
2019,40,08,21,34,37,41,45,49
2019,41,03,14,17,23,32,43,36
2019,42,06,18,32,38,41,45,33
2019,43,03,15,22,35,40,49,39
2019,44,11,20,30,32,33,43,34
2019,45,28,30,32,37,39,47,23
2019,46,11,13,18,21,28,34,19
2019,47,02,08,14,21,32,35,04
2019,48,01,29,32,43,45,49,05
2019,49,01,06,19,23,45,47,49
2019,50,06,13,19,20,24,35,43
2019,51,06,12,35,39,42,44,22
2019,52,03,04,05,24,29,32,02
2019,53,10,12,14,30,37,41,05
2019,54,01,04,07,23,37,38,34
2019,55,01,02,09,16,30,41,35
2019,56,04,07,21,24,35,41,18
2019,57,11,13,14,17,33,43,27
2019,58,12,14,23,30,40,48,01
2019,59,22,29,37,42,45,49,47
2019,60,12,15,16,31,36,46,03
2019,61,03,13,19,23,35,43,26
2019,62,16,21,24,28,37,40,48
2019,63,06,13,21,24,32,47,38
2019,64,03,08,24,27,28,49,44
2019,65,08,19,20,21,25,37,13
2019,66,03,06,21,31,33,38,45
2019,67,07,08,17,30,42,44,24
2019,68,18,23,26,29,35,48,36
2019,69,09,11,15,21,25,33,46
2019,70,13,29,30,33,43,47,16
2019,71,23,25,29,32,40,46,13
2019,72,12,20,33,42,46,47,27
2019,73,09,13,22,29,31,46,45
2019,74,13,14,15,42,45,48,02
2019,75,01,02,12,15,24,44,14
2019,76,07,08,10,11,28,42,29
2019,77,03,05,20,31,39,42,25
2019,78,03,06,26,27,32,49,29
2019,79,12,14,32,35,38,46,16
2019,80,06,16,22,28,37,45,13
2019,81,02,04,08,11,17,31,19
2019,82,26,27,30,33,44,47,37
2019,83,14,19,25,38,39,42,46
2019,84,07,10,11,16,18,35,43
2019,85,04,14,19,24,39,45,08
2019,86,03,16,19,22,41,44,29
2019,87,13,18,20,21,43,49,30
2019,88,23,24,27,28,37,43,16
2019,89,05,06,15,21,22,37,36
2019,90,08,09,19,25,30,44,37
2019,91,15,22,42,44,48,49,06
2019,92,10,14,16,29,30,43,11
2019,93,02,13,23,35,38,46,17
2019,94,04,09,20,26,32,44,11
2019,95,12,15,16,23,32,35,02
2019,96,01,04,05,06,42,43,08
2019,97,01,10,21,31,47,49,13
2019,98,06,18,29,33,43,46,16
2019,99,08,24,26,37,38,44,18
2019,100,01,06,14,24,32,44,05
2019,101,02,08,17,24,27,39,10
2019,102,03,04,18,29,41,44,39
2019,103,07,08,12,25,43,45,13
2019,104,11,12,13,28,43,49,47
2019,105,05,23,24,25,31,33,07
2019,106,01,04,07,12,19,28,43
2019,107,12,20,22,26,30,36,02
2019,108,08,17,34,39,42,44,07
2019,109,03,28,39,40,42,44,37
2019,110,06,17,44,45,46,49,41
2019,111,02,03,11,20,27,46,04
2019,112,02,03,07,10,18,48,33
2019,113,01,12,13,15,19,45,44
2019,114,13,23,35,36,43,47,16
2019,115,10,16,27,29,37,42,44
2019,116,14,18,19,21,45,47,49
2019,117,01,06,19,22,42,44,25
2019,118,01,06,11,31,41,47,32
2019,119,07,10,16,23,27,34,24
2019,120,01,17,24,30,40,49,48
2019,121,02,10,13,19,20,24,17
2019,122,13,15,25,30,40,46,26
2019,123,07,20,30,33,34,44,46
2019,124,06,17,18,23,31,46,44
2019,125,02,03,13,18,31,49,14
2019,126,10,23,28,39,44,47,13
2019,127,01,04,12,13,24,42,48
2019,128,03,04,05,10,35,38,07
2019,129,01,20,28,30,35,46,15
2019,130,05,09,15,25,42,45,38
2019,131,22,23,29,36,41,44,02
2019,132,01,10,18,24,40,49,07
2019,133,01,15,23,29,45,47,06
2019,134,02,06,08,16,23,31,01
2019,135,14,25,26,30,32,47,04
2019,136,05,06,11,12,28,35,17
2019,137,06,21,32,35,39,49,15
2019,138,02,04,06,08,28,29,05
2019,139,03,20,23,30,34,41,47
2019,140,22,24,28,31,35,39,12
2019,141,11,22,24,26,41,42,02
2019,142,05,11,14,23,30,32,20
2019,143,01,22,25,27,31,36,47
2019,144,05,10,18,20,28,33,17
