YEAR,TIMES,N1,N2,N3,N4,N5,N6,S1
2012,1,05,12,31,34,37,45,10
2012,2,09,11,33,43,46,48,02
2012,3,03,07,10,31,32,35,30
2012,4,03,20,26,31,32,35,12
2012,5,15,27,32,36,44,48,47
2012,6,10,13,20,24,29,36,14
2012,7,16,23,24,35,36,44,01
2012,8,01,02,14,18,25,39,31
2012,9,10,14,18,20,34,47,41
2012,10,03,10,11,17,29,34,15
2012,11,22,27,28,29,42,46,49
2012,12,14,20,21,38,45,46,47
2012,13,06,12,16,20,27,38,07
2012,14,11,16,30,34,41,45,47
2012,15,03,12,20,33,34,41,43
2012,16,07,09,33,34,39,41,48
2012,17,10,14,21,37,39,49,25
2012,18,04,12,18,25,42,44,08
2012,19,05,12,16,17,41,46,15
2012,20,01,11,12,15,35,49,17
2012,21,01,05,15,22,43,47,37
2012,22,12,14,24,26,27,49,22
2012,23,08,09,24,28,37,49,47
2012,24,25,30,31,34,40,47,13
2012,25,01,03,04,08,21,28,05
2012,26,03,07,28,31,33,36,32
2012,27,03,05,09,17,35,36,43
2012,28,10,23,33,39,42,48,34
2012,29,07,08,26,43,47,48,12
2012,30,04,28,31,34,48,49,06
2012,31,04,06,13,18,23,45,15
2012,32,11,13,18,29,44,46,37
2012,33,02,35,38,47,48,49,41
2012,34,03,23,32,35,43,49,34
2012,35,02,07,17,25,30,43,38
2012,36,10,16,21,28,29,31,08
2012,37,11,19,30,33,37,44,18
2012,38,20,21,28,44,46,47,42
2012,39,13,15,17,18,41,45,14
2012,40,03,14,22,24,34,49,44
2012,41,04,11,16,26,42,47,06
2012,42,02,11,16,17,25,28,41
2012,43,03,15,19,20,32,40,25
2012,44,06,07,17,19,35,46,04
2012,45,05,12,13,20,37,41,23
2012,46,01,03,11,21,41,42,02
2012,47,01,17,28,29,31,34,45
2012,48,07,10,11,17,22,30,14
2012,49,11,17,19,20,29,32,38
2012,50,05,17,19,26,32,33,22
2012,51,02,20,28,46,47,49,03
2012,52,04,11,17,29,39,49,08
2012,53,04,09,10,17,33,34,35
2012,54,13,17,23,32,34,46,41
2012,55,16,21,30,34,39,45,04
2012,56,05,14,16,22,23,33,32
2012,57,01,10,15,21,27,37,40
2012,58,03,17,23,26,41,47,33
2012,59,01,08,22,26,32,37,41
2012,60,02,05,08,29,40,47,34
2012,61,09,10,20,22,38,49,07
2012,62,08,18,20,22,31,37,46
2012,63,04,09,24,31,39,47,38
2012,64,09,14,19,20,43,47,37
2012,65,10,21,26,34,35,43,37
2012,66,04,17,20,29,39,48,09
2012,67,08,15,18,37,39,44,06
2012,68,07,14,16,25,30,36,32
2012,69,02,04,06,07,13,29,09
2012,70,10,13,26,40,42,48,24
2012,71,02,05,08,13,17,35,28
2012,72,09,14,17,34,40,48,39
2012,73,06,19,26,28,37,49,47
2012,74,03,06,14,19,27,36,24
2012,75,10,13,28,32,37,41,01
2012,76,06,10,12,14,31,38,20
2012,77,02,03,11,24,26,27,44
2012,78,01,04,05,22,44,46,37
2012,79,04,07,13,28,36,49,03
