YEAR,TIMES,N1,N2,N3,N4,N5,N6,S1
2021,1,03,09,14,21,45,46,34
2021,2,22,24,30,36,38,46,33
2021,3,05,19,29,32,33,34,43
2021,4,05,19,22,26,35,40,02
2021,5,04,24,39,41,42,45,06
2021,6,14,21,22,38,40,45,17
2021,7,15,16,18,21,24,31,22
2021,8,05,09,16,21,44,49,15
2021,9,02,10,30,31,35,46,03
2021,10,18,21,24,26,30,35,48
2021,11,10,16,22,40,44,45,49
2021,12,01,02,16,20,31,38,07
2021,13,06,25,31,36,41,47,10
2021,14,03,13,28,30,31,45,22
2021,15,04,05,13,14,25,44,16
2021,16,02,14,18,28,34,44,21
2021,17,14,17,35,37,39,46,02
2021,18,06,15,16,21,27,28,43
2021,19,01,23,32,38,43,46,05
2021,20,16,17,21,24,43,47,30
2021,21,03,08,09,14,23,25,35
2021,22,11,14,16,19,38,41,06
2021,23,06,12,24,26,30,43,20
2021,24,24,26,36,37,41,43,31
2021,25,01,02,33,34,42,49,39
2021,26,04,07,08,20,22,41,21
2021,27,07,09,12,13,14,16,23
2021,28,07,10,13,14,20,35,49
2021,29,05,06,17,23,29,38,24
2021,30,12,32,40,42,48,49,27
2021,31,15,18,20,23,31,47,12
2021,32,02,13,15,19,38,41,30
2021,33,07,09,29,33,36,49,41
2021,34,08,09,10,19,38,45,06
2021,35,05,08,22,26,40,41,46
2021,36,15,22,30,31,35,45,06
2021,37,05,14,28,29,31,37,11
2021,38,02,09,26,34,35,36,04
2021,39,08,14,31,37,44,47,38
2021,40,01,07,19,22,27,49,20
2021,41,05,12,30,43,44,45,21
2021,42,01,06,16,28,33,36,08
2021,43,02,06,16,22,34,49,45
2021,44,07,13,21,24,28,30,10
2021,45,02,03,15,29,41,43,07
2021,46,03,11,13,22,44,45,04
2021,47,01,25,31,34,42,48,20
2021,48,04,15,17,32,38,43,30
2021,49,01,05,07,24,26,30,08
2021,50,04,11,14,21,38,48,31
2021,51,02,07,11,27,37,42,28
2021,52,10,16,24,39,44,47,28
2021,53,07,09,24,29,37,48,17
2021,54,02,06,15,16,26,34,14
2021,55,07,09,13,27,39,43,42
2021,56,25,28,34,37,40,49,33
2021,57,09,13,21,35,38,48,20
2021,58,06,19,22,23,28,49,20
2021,59,01,06,16,30,32,47,12
2021,60,02,07,15,19,31,49,46
2021,61,02,03,04,05,08,23,27
2021,62,11,12,25,27,28,34,46
2021,63,08,11,19,22,29,44,14
2021,64,01,04,09,21,36,42,03
2021,65,10,13,15,29,31,39,47
2021,66,10,17,19,25,36,39,31
2021,67,13,14,26,34,35,44,12
2021,68,04,12,14,17,22,32,41
2021,69,20,21,30,34,36,37,29
2021,70,11,12,19,38,39,41,06
2021,71,04,26,28,31,32,33,08
2021,72,02,05,18,21,42,48,46
2021,73,05,10,17,30,43,44,40
2021,74,02,14,15,16,33,45,19
2021,75,01,12,23,29,45,46,48
2021,76,10,28,39,45,48,49,15
2021,77,05,08,29,31,32,36,12
2021,78,02,07,21,23,27,36,40
2021,79,07,22,24,31,33,37,39
2021,80,12,26,31,37,38,44,16
2021,81,07,08,32,33,39,49,23
2021,82,01,06,11,20,32,35,22
2021,83,14,15,25,26,32,45,02
2021,84,02,04,10,17,38,41,47
2021,85,15,18,32,43,45,47,12
2021,86,02,23,31,38,43,45,40
2021,87,02,03,11,20,24,47,48
2021,88,06,12,19,31,47,48,41
2021,89,19,20,26,29,32,48,38
2021,90,08,11,19,21,24,47,23
2021,91,02,06,09,27,43,45,35
2021,92,03,14,16,23,38,46,02
2021,93,07,13,15,19,24,37,02
2021,94,06,09,11,13,15,47,38
2021,95,09,14,23,28,34,48,36
2021,96,01,05,17,26,34,48,42
2021,97,03,14,37,41,42,45,04
2021,98,04,05,24,33,44,49,41
2021,99,03,22,30,32,40,43,05
2021,100,13,15,40,41,42,49,21
2021,101,03,11,15,25,30,45,33
2021,102,10,13,31,37,40,46,15
2021,103,01,11,15,21,24,28,08
2021,104,09,13,25,27,33,36,35
2021,105,02,16,23,25,29,38,18
2021,106,18,19,24,38,39,42,41
