YEAR,TIMES,N1,N2,N3,N4,N5,N6,S1
1980,1,4,10,21,27,33,34,11
1980,2,2,3,4,6,20,32,27
1980,3,1,9,10,15,18,29,34
1980,4,9,10,11,15,16,31,27
1980,5,1,4,7,24,27,34,22
1980,6,1,6,11,18,22,31,3
1980,7,5,6,8,11,30,31,28
1980,8,12,16,17,24,26,29,30
1980,9,11,15,25,31,35,36,27
1980,10,4,9,13,22,24,32,27
1980,11,11,19,26,29,33,35,28
1980,12,1,4,14,15,16,22,27
1980,13,3,7,8,12,21,23,5
1980,14,3,6,15,18,22,33,13
1980,15,5,6,10,18,27,34,4
1980,16,9,10,13,27,30,35,14
1980,17,13,14,17,19,23,27,6
1980,18,1,4,9,10,33,36,29
1980,19,5,8,10,11,22,26,30
1980,20,1,6,14,21,23,31,8
1980,21,2,6,9,10,29,33,15
1980,22,4,6,13,16,20,24,8
1980,23,5,11,17,22,28,33,10
1980,24,4,14,22,26,27,34,31
1980,25,1,5,13,14,23,29,4
1980,26,2,5,8,22,31,32,10
1980,27,14,15,28,30,31,34,1
1980,28,9,16,18,26,29,33,2
1980,29,2,8,13,17,22,28,24
1980,30,5,10,13,16,20,27,11
1980,31,5,10,14,16,29,30,9
1980,32,15,21,23,30,31,33,19
1980,33,6,13,15,19,30,32,31
1980,34,8,9,19,21,26,31,24
1980,35,7,9,15,17,26,34,36
1980,36,4,5,8,12,19,33,35
1980,37,4,11,26,28,31,36,32
1980,38,2,6,7,18,33,34,31
1980,39,7,9,18,22,27,34,32
1980,40,4,5,8,12,23,27,33
1980,41,3,5,11,18,20,22,34
1980,42,2,5,17,26,33,34,7
1980,43,5,22,25,27,32,36,17
1980,44,3,11,15,16,22,25,27
1980,45,5,7,9,21,25,26,28
1980,46,1,3,9,12,19,24,14
1980,47,9,12,16,22,24,31,10
1980,48,13,18,27,29,32,34,20
1980,49,2,19,20,31,34,36,11
1980,50,4,20,23,24,28,32,30
1980,51,2,14,15,21,23,36,26
1980,52,16,18,26,32,33,35,27
1980,53,10,15,16,22,26,35,24
1980,54,3,15,17,29,30,31,6
1980,55,2,6,17,18,27,28,10
1980,56,5,13,20,26,27,34,29
1980,57,8,14,24,32,33,34,22
1980,58,2,4,26,28,32,34,16
1980,59,8,16,19,22,25,28,9
1980,60,9,14,19,20,32,34,12
1980,61,4,12,15,18,22,28,27
1980,62,5,7,11,23,26,32,33
1980,63,9,13,14,22,35,36,25
1980,64,5,15,17,18,31,36,8
1980,65,3,4,10,20,31,36,33
1980,66,3,8,13,16,26,31,15
1980,67,5,23,24,26,31,34,20
1980,68,6,12,14,23,27,29,19
1980,69,7,8,9,10,27,28,23
1980,70,5,11,17,20,26,27,32
1980,71,5,10,15,23,28,31,4
1980,72,5,7,8,24,30,35,31
1980,73,3,4,6,17,28,31,20
1980,74,1,6,8,19,22,35,12
1980,75,1,11,15,27,29,30,18
1980,76,1,4,9,14,23,25,33
1980,77,1,10,11,20,24,31,15
1980,78,3,6,12,13,22,29,2
1980,79,1,6,14,16,17,36,20
1980,80,8,11,15,19,31,36,26
1980,81,2,9,10,15,26,28,35
1980,82,8,11,23,26,32,34,12
1980,83,8,9,10,18,23,27,31
1980,84,20,23,24,25,27,36,10
1980,85,4,12,14,20,24,28,1
1980,86,11,15,21,29,33,36,20
1980,87,7,10,14,23,28,31,21
1980,88,10,12,15,23,29,32,26
1980,89,13,24,27,29,30,36,15
1980,90,9,13,15,20,27,33,25
1980,91,1,3,18,24,32,35,26
1980,92,1,2,14,17,19,30,10
1980,93,1,3,22,26,33,35,2
1980,94,1,3,6,14,18,24,8
1980,95,12,16,27,30,31,34,29
1980,96,1,5,8,10,15,26,6
1980,97,7,18,20,21,25,32,24
1980,98,6,15,16,17,30,36,31
1980,99,9,20,21,25,30,31,13
1980,100,4,7,19,26,27,29,24
1980,101,4,10,17,32,34,36,27
1980,102,1,3,13,22,28,34,21
1980,103,1,18,22,24,26,33,20
