YEAR,TIMES,N1,N2,N3,N4,N5,N6,S1
1979,1,5,9,16,25,29,34,30
1979,2,8,14,17,20,30,35,32
1979,3,9,10,16,26,31,34,6
1979,4,10,14,16,30,34,36,32
1979,5,1,9,15,18,22,28,11
1979,6,2,3,10,11,18,22,33
1979,7,13,15,17,18,22,34,31
1979,8,10,13,16,18,19,34,5
1979,9,5,6,8,15,31,32,16
1979,10,11,15,19,20,21,31,10
1979,11,1,5,10,13,18,28,4
1979,12,5,11,13,21,27,30,29
1979,13,6,7,11,16,32,34,29
1979,14,1,6,24,27,32,34,11
1979,15,2,7,16,17,25,27,28
1979,16,6,9,10,18,26,29,25
1979,17,19,23,28,29,30,32,5
1979,18,1,7,8,23,28,30,2
1979,19,4,8,13,22,23,31,3
1979,20,7,8,13,27,29,35,28
1979,21,7,13,23,26,29,35,19
1979,22,4,6,8,25,27,28,7
1979,23,2,12,20,21,24,35,34
1979,24,7,14,15,24,27,36,28
1979,25,7,13,15,17,33,34,26
1979,26,8,17,22,24,33,36,3
1979,27,6,11,23,27,33,34,26
1979,28,2,4,6,11,27,31,33
1979,29,1,4,5,13,19,34,31
1979,30,1,2,3,9,26,28,33
1979,31,7,9,16,25,27,29,26
1979,32,21,24,26,28,32,33,19
1979,33,3,4,9,12,14,36,11
1979,34,7,11,13,16,26,34,19
1979,35,10,11,22,27,29,30,15
1979,36,5,6,14,18,19,30,8
1979,37,10,12,13,18,21,22,32
1979,38,3,8,21,22,23,36,33
1979,39,1,5,11,29,32,33,35
1979,40,1,2,3,6,8,36,18
1979,41,3,5,16,21,26,29,9
1979,42,3,11,15,25,28,34,36
1979,43,5,7,11,24,27,33,32
1979,44,2,5,7,8,15,29,31
1979,45,5,8,10,11,19,20,25
1979,46,3,6,18,24,30,33,31
1979,47,3,5,12,31,32,33,30
1979,48,1,10,18,20,22,32,30
1979,49,5,26,27,28,33,36,15
1979,50,1,8,17,19,24,25,28
1979,51,1,9,10,11,22,36,6
1979,52,2,7,12,24,26,33,5
1979,53,14,18,23,28,29,35,27
1979,54,6,9,13,15,24,29,36
1979,55,2,10,19,20,22,32,14
1979,56,1,5,8,10,17,20,19
1979,57,3,11,14,20,28,35,9
1979,58,2,6,14,20,22,36,7
1979,59,7,9,22,24,26,36,4
1979,60,6,12,14,15,19,34,26
1979,61,2,8,15,16,19,29,36
1979,62,5,11,20,26,34,36,28
1979,63,4,5,20,21,29,35,11
1979,64,16,17,25,27,30,33,14
1979,65,5,17,19,20,27,30,23
1979,66,2,7,10,18,23,36,32
1979,67,1,12,15,17,31,34,25
1979,68,3,6,8,23,26,28,5
1979,69,1,2,24,26,27,36,25
1979,70,9,13,20,25,26,30,7
1979,71,2,6,8,14,31,33,10
1979,72,5,7,9,13,26,32,30
1979,73,1,17,22,26,27,30,5
1979,74,3,6,9,12,15,33,24
1979,75,1,10,15,17,34,36,27
1979,76,1,2,18,27,31,34,8
1979,77,6,9,11,12,16,28,27
1979,78,4,26,28,32,33,36,10
1979,79,5,13,17,18,24,31,29
1979,80,17,18,23,25,32,36,6
1979,81,17,22,25,26,30,36,8
1979,82,3,4,13,25,30,31,19
1979,83,9,14,19,21,27,30,1
1979,84,3,7,10,21,22,32,15
1979,85,12,18,23,25,28,32,3
1979,86,1,4,22,23,27,33,30
1979,87,1,3,13,16,27,33,10
1979,88,11,13,21,28,29,32,15
1979,89,16,19,23,28,33,35,15
1979,90,4,8,27,29,33,36,32
1979,91,3,7,12,20,27,34,5
1979,92,6,8,12,20,31,32,29
1979,93,4,5,18,22,26,30,31
1979,94,4,11,18,20,21,32,7
1979,95,7,24,27,31,33,36,29
1979,96,1,5,19,29,31,35,6
1979,97,3,8,13,14,15,28,29
1979,98,7,9,11,15,17,30,22
1979,99,2,15,18,19,22,33,16
1979,100,6,8,10,21,27,31,18
1979,101,8,12,15,23,27,31,26
1979,102,2,3,11,24,25,31,33
