YEAR,TIMES,N1,N2,N3,N4,N5,N6,S1
1988,1,10,11,16,18,22,30,17
1988,2,11,16,22,23,29,40,28
1988,3,1,14,17,23,26,30,18
1988,4,9,19,23,27,31,36,12
1988,5,1,5,18,30,31,34,7
1988,6,13,14,16,28,30,37,9
1988,7,2,8,9,11,26,41,27
1988,8,8,23,24,30,35,38,20
1988,9,14,15,16,20,22,34,4
1988,10,13,17,19,22,30,31,4
1988,11,4,9,22,23,36,41,21
1988,12,5,9,12,30,40,42,4
1988,13,11,13,14,26,31,42,38
1988,14,5,24,25,28,30,32,14
1988,15,14,16,17,19,20,22,18
1988,16,1,3,5,6,24,28,8
1988,17,1,18,19,29,37,39,20
1988,18,7,11,12,25,37,41,32
1988,19,3,9,19,20,24,33,5
1988,20,19,23,25,38,39,40,21
1988,21,2,11,23,26,40,41,4
1988,22,3,7,18,24,35,38,42
1988,23,10,12,26,32,35,39,4
1988,24,10,15,26,34,37,42,3
1988,25,14,16,19,23,39,42,8
1988,26,1,2,9,24,33,38,6
1988,27,5,7,23,27,39,42,10
1988,28,3,16,17,20,22,40,15
1988,29,1,10,13,22,26,38,24
1988,30,3,5,12,13,19,36,41
1988,31,5,11,13,28,37,41,16
1988,32,9,19,32,33,34,38,35
1988,33,2,15,29,31,38,41,27
1988,34,17,24,27,30,31,41,33
1988,35,2,9,16,30,38,40,11
1988,36,6,8,16,26,33,39,23
1988,37,3,12,24,25,33,37,17
1988,38,5,8,11,25,31,33,3
1988,39,3,17,31,35,39,42,18
1988,40,4,10,22,23,37,38,15
1988,41,1,26,28,30,38,40,42
1988,42,8,12,27,28,30,32,4
1988,43,24,30,33,37,39,42,28
1988,44,8,14,15,19,24,29,33
1988,45,5,16,18,21,23,25,9
1988,46,2,5,28,30,32,36,22
1988,47,3,4,8,20,33,36,42
1988,48,14,19,20,23,35,39,11
1988,49,1,2,9,29,33,41,10
1988,50,7,22,24,26,36,37,25
1988,51,3,4,25,29,30,34,40
1988,52,2,8,15,17,25,41,20
1988,53,1,28,29,31,34,36,26
1988,54,10,17,18,24,35,38,30
1988,55,3,4,15,31,36,40,7
1988,56,1,11,18,27,40,42,39
1988,57,7,11,16,27,35,42,25
1988,58,2,7,8,29,33,39,41
1988,59,2,8,21,26,32,38,4
1988,60,9,18,19,27,32,33,28
1988,61,1,7,13,24,28,30,35
1988,62,14,15,26,27,38,41,9
1988,63,2,4,13,18,28,32,6
1988,64,1,9,11,17,37,38,22
1988,65,3,6,17,18,29,32,38
1988,66,6,14,20,33,40,42,27
1988,67,5,8,29,34,36,40,38
1988,68,18,22,24,26,35,36,29
1988,69,3,4,5,16,21,31,7
1988,70,8,15,26,28,35,41,10
1988,71,7,11,12,21,29,37,13
1988,72,19,27,29,33,39,41,36
1988,73,12,18,20,32,34,37,41
1988,74,4,5,17,37,39,42,33
1988,75,15,16,17,31,32,37,8
1988,76,1,2,9,15,18,23,42
1988,77,3,6,10,13,27,37,18
1988,78,4,15,23,25,33,35,11
1988,79,1,11,30,36,38,39,32
1988,80,17,20,21,24,28,34,41
1988,81,1,3,5,16,20,33,10
1988,82,9,15,17,32,35,39,10
1988,83,3,11,28,30,36,41,21
1988,84,9,13,20,21,26,41,8
1988,85,4,8,18,21,27,33,37
1988,86,3,8,13,15,24,39,4
1988,87,3,12,20,29,36,37,16
1988,88,11,17,23,27,33,40,1
1988,89,3,16,20,22,29,31,15
1988,90,5,6,14,21,30,37,34
1988,91,1,7,16,19,35,42,22
1988,92,1,3,23,29,34,38,42
1988,93,9,12,29,30,37,40,27
1988,94,9,14,16,24,27,38,17
1988,95,10,18,28,29,31,33,25
1988,96,16,21,22,23,27,40,17
1988,97,2,14,21,24,25,40,31
1988,98,12,14,16,18,25,40,11
1988,99,2,3,11,24,25,29,35
1988,100,6,16,22,34,38,42,37
1988,101,3,8,10,31,33,41,20
1988,102,11,19,21,31,33,35,29
